Sun Apr 22 18:38:15 2018    simple_plot_profile_3.prof

         256094 function calls (251833 primitive calls) in 64.321 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.001    0.001    0.023    0.023 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/patches.py:3(<module>)
       16    0.000    0.000    0.023    0.001 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/rcsetup.py:720(cycler)
        1    0.003    0.003    0.023    0.023 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/scipy/optimize/__init__.py:236(<module>)
        1    0.001    0.001    0.023    0.023 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/core/_internal.py:6(<module>)
        1    0.002    0.002    0.022    0.022 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/scipy/sparse/linalg/__init__.py:110(<module>)
     12/2    0.000    0.000    0.022    0.011 /usr/lib/python2.7/lib-tk/Tkinter.py:2061(destroy)
    12573    0.022    0.000    0.022    0.000 {method 'startswith' of 'unicode' objects}
        9    0.000    0.000    0.022    0.002 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/fontconfig_pattern.py:121(parse)
        1    0.000    0.000    0.022    0.022 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/pyplot.py:3816(legend)
        1    0.000    0.000    0.021    0.021 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/axes/_axes.py:285(legend)
        1    0.000    0.000    0.021    0.021 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/legend.py:307(__init__)
        2    0.000    0.000    0.021    0.010 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/axis.py:927(set_clip_path)
      267    0.012    0.000    0.021    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/font_manager.py:1125(score_family)
        1    0.003    0.003    0.020    0.020 /usr/lib/python2.7/httplib.py:67(<module>)
        1    0.000    0.000    0.020    0.020 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/font_manager.py:981(json_load)
        1    0.000    0.000    0.020    0.020 /usr/lib/python2.7/json/__init__.py:257(load)
       16    0.000    0.000    0.020    0.001 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/subprocess32.py:543(_eintr_retry_call)
        1    0.002    0.002    0.020    0.020 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/mlab.py:163(<module>)
        2    0.000    0.000    0.020    0.010 /usr/lib/python2.7/json/__init__.py:293(loads)
        2    0.000    0.000    0.019    0.010 /usr/lib/python2.7/json/decoder.py:361(decode)
        2    0.012    0.006    0.019    0.010 /usr/lib/python2.7/json/decoder.py:372(raw_decode)
       18    0.019    0.001    0.019    0.001 {posix.read}
        3    0.000    0.000    0.018    0.006 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/axis.py:1787(_get_tick)
        1    0.000    0.000    0.018    0.018 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/legend.py:888(_init_legend_box)
        1    0.003    0.003    0.018    0.018 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/artist.py:1(<module>)
      430    0.009    0.000    0.018    0.000 /usr/lib/python2.7/copy.py:306(_reconstruct)
        1    0.004    0.004    0.018    0.018 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/pyplot.py:2264(_setup_pyplot_info_docstrings)
        1    0.001    0.001    0.018    0.018 /home/pablo/.virtualenvs/quaddiff/lib/python2.7/distutils/__init__.py:1(<module>)
        1    0.001    0.001    0.018    0.018 /usr/lib/python2.7/multiprocessing/__init__.py:227(Pool)
     7884    0.017    0.000    0.017    0.000 {getattr}
      773    0.017    0.000    0.017    0.000 {method 'sub' of '_sre.SRE_Pattern' objects}
        1    0.001    0.001    0.017    0.017 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/lines.py:4(<module>)
      162    0.003    0.000    0.017    0.000 /usr/lib/python2.7/textwrap.py:374(dedent)
      619    0.008    0.000    0.017    0.000 /usr/lib/python2.7/inspect.py:744(getargs)
        6    0.017    0.003    0.017    0.003 {_posixsubprocess.fork_exec}
      202    0.003    0.000    0.017    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/cbook/__init__.py:986(dedent)
        1    0.002    0.002    0.016    0.016 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/dates.py:137(<module>)
        1    0.001    0.001    0.016    0.016 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/axes/_axes.py:96(Axes)
        1    0.000    0.000    0.016    0.016 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/backends/__init__.py:21(pylab_setup)
        3    0.000    0.000    0.016    0.005 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/axis.py:2159(_get_tick)
 1296/518    0.012    0.000    0.016    0.000 /home/pablo/.virtualenvs/quaddiff/lib/python2.7/sre_parse.py:140(getwidth)
        3    0.000    0.000    0.016    0.005 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/pyplot.py:3345(plot)
        1    0.002    0.002    0.016    0.016 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/backends/backend_tkagg.py:1(<module>)
        3    0.000    0.000    0.016    0.005 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/__init__.py:1774(inner)
      472    0.003    0.000    0.015    0.000 /home/pablo/.virtualenvs/quaddiff/lib/python2.7/re.py:144(sub)
       13    0.000    0.000    0.015    0.001 /usr/lib/python2.7/lib-tk/Tkinter.py:1484(__call__)
        1    0.003    0.003    0.015    0.015 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/ma/__init__.py:41(<module>)
        3    0.000    0.000    0.015    0.005 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/axes/_axes.py:1287(plot)
     3259    0.008    0.000    0.015    0.000 /home/pablo/.virtualenvs/quaddiff/lib/python2.7/sre_parse.py:195(match)
       25    0.001    0.000    0.014    0.001 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/artist.py:650(set_clip_path)
        1    0.001    0.001    0.014    0.014 /home/pablo/Santiago/otros/dq-python/quad-diff/quaddiff/core/quaddiff.py:1(<module>)
        1    0.001    0.001    0.014    0.014 /usr/lib/python2.7/uuid.py:45(<module>)
     72/4    0.002    0.000    0.014    0.004 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/pyparsing.py:1520(_parseCache)
     6432    0.014    0.000    0.014    0.000 {method 'startswith' of 'str' objects}
        1    0.000    0.000    0.014    0.014 /usr/lib/python2.7/multiprocessing/pool.py:136(__init__)
        1    0.004    0.004    0.014    0.014 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/scipy/sparse/__init__.py:220(<module>)
1421/1128    0.007    0.000    0.014    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/artist.py:230(stale)
      158    0.001    0.000    0.013    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/docstring.py:94(dedent)
        1    0.001    0.001    0.013    0.013 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/scipy/sparse/linalg/isolve/__init__.py:1(<module>)
        1    0.000    0.000    0.013    0.013 /usr/lib/python2.7/fractions.py:4(<module>)
        1    0.000    0.000    0.013    0.013 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/pyparsing.py:4882(makeHTMLTags)
        1    0.000    0.000    0.013    0.013 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/pyparsing.py:4853(_makeTags)
        1    0.004    0.004    0.013    0.013 /usr/lib/python2.7/unittest/__init__.py:45(<module>)
        3    0.000    0.000    0.013    0.004 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/legend_handler.py:91(legend_artist)
        1    0.000    0.000    0.013    0.013 /usr/lib/python2.7/ctypes/util.py:252(find_library)
        1    0.000    0.000    0.013    0.013 /usr/lib/python2.7/ctypes/util.py:214(_findSoname_ldconfig)
        3    0.000    0.000    0.013    0.004 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/legend_handler.py:231(create_artists)
      500    0.004    0.000    0.013    0.000 /home/pablo/.virtualenvs/quaddiff/lib/python2.7/abc.py:128(__instancecheck__)
       79    0.001    0.000    0.012    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/docstring.py:113(dedent_interpd)
        9    0.001    0.000    0.012    0.001 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/lines.py:731(draw)
       20    0.000    0.000    0.012    0.001 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/pyparsing.py:3837(parseImpl)
     5229    0.011    0.000    0.012    0.000 {method 'get' of 'dict' objects}
       16    0.000    0.000    0.012    0.001 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/axis.py:770(_set_scale)
        1    0.003    0.003    0.012    0.012 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/cbook/__init__.py:7(<module>)
        1    0.001    0.001    0.012    0.012 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/axis.py:3(<module>)
        1    0.002    0.002    0.012    0.012 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/scipy/sparse/linalg/isolve/iterative.py:1(<module>)
       16    0.000    0.000    0.011    0.001 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/scale.py:68(set_default_locators_and_formatters)
        1    0.000    0.000    0.011    0.011 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/backends/_backend_tk.py:654(destroy)
        2    0.000    0.000    0.011    0.006 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/animation.py:439(_handle_subprocess)
        1    0.000    0.000    0.011    0.011 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/testing/decorators.py:5(<module>)
        2    0.000    0.000    0.011    0.006 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/subprocess32.py:889(communicate)
        2    0.000    0.000    0.011    0.005 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/subprocess32.py:1703(_communicate)
        3    0.011    0.004    0.011    0.004 {method 'read' of 'file' objects}
       12    0.000    0.000    0.011    0.001 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/axis.py:801(cla)
      286    0.005    0.000    0.011    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/lib/function_base.py:4533(add_newdoc)
        1    0.001    0.001    0.011    0.011 /usr/lib/python2.7/json/__init__.py:99(<module>)
        1    0.001    0.001    0.011    0.011 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/testing/nose_tools/decorators.py:15(<module>)
        1    0.000    0.000    0.011    0.011 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/axes/_base.py:615(_init_axis)
       89    0.002    0.000    0.011    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/path.py:101(__init__)
        1    0.002    0.002    0.011    0.011 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/scipy/optimize/_root.py:7(<module>)
        2    0.001    0.000    0.011    0.005 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/subprocess32.py:1739(_communicate_with_poll)
       21    0.000    0.000    0.010    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/patches.py:194(get_transform)
        1    0.001    0.001    0.010    0.010 /usr/lib/python2.7/distutils/dist.py:5(<module>)
      251    0.005    0.000    0.010    0.000 /usr/lib/python2.7/functools.py:17(update_wrapper)
       13    0.000    0.000    0.010    0.001 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/backends/_backend_tk.py:201(filter_destroy)
        1    0.000    0.000    0.010    0.010 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/fontconfig_pattern.py:73(__init__)
        1    0.002    0.002    0.010    0.010 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/ma/core.py:21(<module>)
        1    0.000    0.000    0.010    0.010 /usr/lib/python2.7/lib-tk/Tkinter.py:968(update_idletasks)
        7    0.000    0.000    0.010    0.001 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/offsetbox.py:212(get_offset)
        2    0.000    0.000    0.010    0.005 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/legend.py:741(_findoffset)
        2    0.000    0.000    0.010    0.005 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/legend.py:1219(_find_best_position)
        1    0.002    0.002    0.010    0.010 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/testing/nose_tools/utils.py:4(<module>)
        1    0.000    0.000    0.010    0.010 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/backends/tkagg.py:1(<module>)
       39    0.001    0.000    0.010    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/__init__.py:1652(param)
     1608    0.006    0.000    0.010    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/artist.py:1185(is_alias)
        2    0.000    0.000    0.010    0.005 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/axes/_base.py:1880(add_collection)
       10    0.010    0.001    0.010    0.001 {built-in method poll}
      407    0.009    0.000    0.009    0.000 {method 'search' of '_sre.SRE_Pattern' objects}
       70    0.006    0.000    0.009    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/core/function_base.py:25(linspace)
        1    0.003    0.003    0.009    0.009 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/polynomial/__init__.py:15(<module>)
     1822    0.006    0.000    0.009    0.000 /home/pablo/.virtualenvs/quaddiff/lib/python2.7/sre_parse.py:126(__len__)
        3    0.000    0.000    0.009    0.003 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/six.py:114(_resolve)
        1    0.004    0.004    0.009    0.009 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/backend_bases.py:33(<module>)
        1    0.001    0.001    0.009    0.009 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/dviread.py:19(<module>)
        1    0.002    0.002    0.009    0.009 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/core/numerictypes.py:82(<module>)
       20    0.000    0.000    0.009    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/patches.py:736(get_patch_transform)
     4787    0.009    0.000    0.009    0.000 {method 'strip' of 'unicode' objects}
        3    0.000    0.000    0.009    0.003 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/offsetbox.py:676(draw)
        2    0.000    0.000    0.009    0.004 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/pyparsing.py:4741(srange)
       20    0.001    0.000    0.009    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/patches.py:707(_update_patch_transform)
  302/298    0.003    0.000    0.009    0.000 {method 'join' of 'str' objects}
       33    0.000    0.000    0.009    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/markers.py:167(__init__)
        6    0.000    0.000    0.009    0.001 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/axis.py:231(set_clip_path)
        1    0.001    0.001    0.008    0.008 /usr/lib/python2.7/multiprocessing/pool.py:210(_repopulate_pool)
     1963    0.008    0.000    0.008    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/__init__.py:931(__getitem__)
       36    0.001    0.000    0.008    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/markers.py:251(set_marker)
        1    0.001    0.001    0.008    0.008 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/_constrained_layout.py:16(<module>)
        1    0.001    0.001    0.008    0.008 /usr/lib/python2.7/urlparse.py:29(<module>)
        6    0.001    0.000    0.008    0.001 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/patches.py:1844(_pprint_styles)
     1460    0.005    0.000    0.008    0.000 /home/pablo/.virtualenvs/quaddiff/lib/python2.7/sre_parse.py:138(append)
       20    0.000    0.000    0.008    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/pyparsing.py:3981(parseImpl)
